supplier,supplier_sku,description,pack_size,lines_seen,unit_cost_gbp,client_name,source,proposed_product,proposed_stock_code,alternatives,decision,new_product_name,new_stock_uom
Brakes,133522,PH Shield Vinyl Clear Gloves Small Powder Free,1 x 100,6,5.99,Blue Vinyl Gloves - Medium,client-description,Blue Vinyl Gloves - Medium,BLUE-VINY-GLVM,,,Blue Vinyl Gloves - Medium,each
Brakes,136346,Kettle Lightly Salted Crisps,12 x 130g,6,17.98,Kettle Chips - Lightly Salted,matched,Kettle Salted,KETL-CHIP-SALT,,,Kettle Chips - Lightly Salted,kg
Brakes,136376,Brake Essentials Degreaser,6X750ML,6,10.28,Kitchen Degreaser,client-sku,Kitchen Degreaser,CLEN-KITC-DEGR,,,Kitchen Degreaser,l
Brakes,145932,La Boulangerie Pitta Breads,6 x 6,6,8.04,,matched,Pitta Breads,PITT-BREA,,,La Boulangerie Pitta Breads,each
Brakes,150317,Hudson's Barbeque Sauce,1 x 1ltr,6,5.17,,none,,,,,Hudson's Barbeque Sauce,l
Brakes,25412,A 25412 - KETTLE® Chips Sweet Chilli & Sour Cream 40g 18 x 40g,18 x 40g,6,9.65,Kettle Chips - Sweet Chilli,matched,Kettle Sweet Chilli,KETL-CHIP-SWCH,Sour Cream [DAIR-SOUR-CREM],,Kettle Chips - Sweet Chilli,kg
Brakes,28624,Harrogate Sparkling Spring Water 500ml,24 x 500ml,6,8.39,,none,,,,,Harrogate Sparkling Spring Water 500ml,l
Brakes,28797,Opies Sliced Gherkins,1 x 2.3kg,6,8.02,,none,,,,,Opies Sliced Gherkins,kg
Brakes,29547,Medium Blue Vinyl Gloves Powder Free,1 x 100,6,6.39,Blue Vinyl Gloves - Medium,client-sku,Blue Vinyl Gloves - Medium,BLUE-VINY-GLVM,,,Blue Vinyl Gloves - Medium,each
Brakes,5001167,Lenor Professional Sea Breeze Fabric Softener Liquid 4L,2 x 4ltr,6,21.83,,none,,,,,Lenor Professional Sea Breeze Fabric Softener Liquid 4L,l
Brakes,5008075,Kettle Mature Cheddar & Red Onion Crisps,18 x 40g,6,7.99,,none,,,,,Kettle Mature Cheddar & Red Onion Crisps,kg
Culpitt,19P-GRR06,NON EDIBLE-G/PROOF PAPER-PLAIN-RD,"6""",6,5.48,"6"" Parchment Circles",client-sku,"6"" Parchment Circles",6IN-PARC-CIRC,,,"6"" Parchment Circles",each
Makro,117533,Funkin White Peach Puree,5 1kg,6,39.39,,matched,Peach Puree Funkin,PEAC-PURE-FUNK,Funkin Puree [FUNKIN-PUREE],,Funkin White Peach Puree,kg
Makro,263815,Nozeco Spumante Alcohol Free,6 75cl,6,16.29,,none,,,,,Nozeco Spumante Alcohol Free,l
Sysco,A301,Brakes Caster Sugar,1 x 25kg,6,26.33,Caster Sugar,client-sku,Caster Sugar,BAKE-CAST-SUGR,,,Caster Sugar,kg
Sysco,A70893,15 Dozen British Fresh Medium Eggs,1 x 180,6,39.25,Medium Eggs,none,,,,,Medium Eggs,each
Sysco,C135575,Noble Free Range Liquid Egg White,1 x 1kg,6,3.88,Liquid Egg White,matched,Egg Whites,LIQD-EGG-WHIT,,,Liquid Egg White,kg
Twist Ingredients,2051-5kg,"Strands - Matt - Red, Green and White - Size: 5kg",5kg,6,62.99,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",matched,"Red, Green & White Strands",RED-GREE-WHIT,,,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",kg
Twist Ingredients,6661-4kg,Shapes - Shimmer - Leaf - Autumn Mix,4kg,6,93.04,,none,,,,,Shapes - Shimmer - Leaf - Autumn Mix,kg
Booker,077549,Strathmore Still Glass,24 330ml,5,10.89,,none,,,,,Strathmore Still Glass,l
Booker,083358,Kopparberg Mixed Fruit Cider,15 500ml,5,25.49,,none,,,,,Kopparberg Mixed Fruit Cider,l
Booker,083674,Sunpride Orange Juice,12 1ltr,5,14.49,,matched,Orange Juice,JUIC-FRUT-ORG,Orange [ORAN] | Oranges [ORAN-2],,Sunpride Orange Juice,l
Booker,083677,Sunpride Apple Juice,12 1ltr,5,13.89,,matched,Apple Juice,JUIC-FRUT-APP,,,Sunpride Apple Juice,l
Booker,108081,Kopparberg Strbry&Lime Cider,15 500ml,5,25.49,,none,,,,,Kopparberg Strbry&Lime Cider,l
Booker,117539,Funkin Raspberry Puree,5 1kg,5,58.89,,matched,Funkin Puree,FUNKIN-PUREE,Raspberry [PROD-RASP-BERY],,Funkin Raspberry Puree,kg
Booker,292035,Bacardi Carta Blanca PM1799,1 70cl,5,12.69,Bacardi Carta Blanca,none,,,,,Bacardi Carta Blanca,l
Booker,302788,CTS BakingParchment50Mx450mm,9 Sgl,5,73.99,Baking Parchment Roll,client-sku,Baking Parchment Roll,BAKE-PARC-ROLL,,,Baking Parchment Roll,each
Brakes,100245,Brakes The Juice Pineapple,12x1ltr,5,23.65,"Fruit Juice (Apple, Orange & Pineapple)",matched,Pineapple Juice,JUIC-FRUT-PIN,,,"Fruit Juice (Apple, Orange & Pineapple)",l
Brakes,125135,Green Scourer,1 x 10,5,0.89,,none,,,,,Green Scourer,each
Brakes,129304,Ocean Spray Cranberry Classic Juice Drink 1L,12 x 1ltr,5,16.02,,matched,Cranberry Juice,CRAN-JUIC,,,Ocean Spray Cranberry Classic Juice Drink 1L,l
Brakes,132644,Maldon Sea Salt Flakes,1 x 570g,5,5.59,Sea Salt Crystals,client-description,Sea Salt Crystals,SEA-SALT-CRYS,,,Sea Salt Crystals,kg
Brakes,133755,Super Professional Glass and Stainless Steel Cleaner,6 x 750ml,5,6.92,Glass & Stainless Steel Cleaner,client-description,Glass & Stainless Steel Cleaner,GLAS-STEL-CLNR,,,Glass & Stainless Steel Cleaner,l
Brakes,134331,Buffalo Mozzarella,8 x 125g,5,15.95,Buffalo Mozzarella,none,,,,,Buffalo Mozzarella,kg
Brakes,136749,Sysco Classic Lime Juice,1 x 1ltr,5,2.55,,matched,Limes,LIME,,,Sysco Classic Lime Juice,l
Brakes,136898,Finish Dishwasher Salt,4 x 4kg,5,26.4,,matched,Dishwasher Salt,CLEN-DISH-SALT,Salt [SALT],,Finish Dishwasher Salt,kg
Brakes,146082,Dettol Professional Antibacterial Hand Soap Refill,1 x 5ltr,5,15.39,,none,,,,,Dettol Professional Antibacterial Hand Soap Refill,l
Brakes,148637,MONIN Premium Hazelnut Syrup 1ltr,1 x 1 ltr,5,9.16,,matched,Hazelnuts,NUTS-WHOL-HAZL,,,MONIN Premium Hazelnut Syrup 1ltr,l
Brakes,149359,Sysco Simply Plant Based Grilled Vegetable & Sundried Tomato Tart,1 x 18,5,54.17,,none,,,,,Sysco Simply Plant Based Grilled Vegetable & Sundried Tomato Tart,each
Brakes,150847,A 150847 - Tate & Lyle Granulated Sugar 1 x 3kg,1 x 3kg,5,9.58,Granulated Sugar,client-description,Granulated Sugar,BAKE-GRAN-SUGR,,,Granulated Sugar,kg
Brakes,152601,Sephra Belgian Milk Couverture Chocolate 2.5kg,1 x 2.5kg,5,30.09,Milk Chocolate (Couverture),matched,Milk Chocolate,MILK-CHOC-COUV,,,Milk Chocolate (Couverture),kg
Brakes,33583,Sysco Classic Ground Ginger,1 x 400g,5,5.66,,matched,Ginger,GING,,,Sysco Classic Ground Ginger,kg
Brakes,34031,Brakes Demerara Sugar Sticks,1 x 1000,5,9.16,Demerara Sugar Sticks,client-sku,Demerara Sugar Sticks,DEME-SUGR-STIK,Demerara Sugar [BAKE-DEME-SUGR],,Demerara Sugar Sticks,each
Brakes,5021212,Brakes 2Ply 32cm White Napkin,3 x 200,5,8.49,White Napkins,matched,"White Napkins (16"")",WHIT-NAPK-16IN,Napkins [PACK-WHIT-NAPK],,White Napkins,each
Brakes,5025709,Funkin Cherry Puree,1 x 1kg,5,9.49,,matched,cherry Puree Funkin,CHER-PURE-FUNK,Funkin Puree [FUNKIN-PUREE],,Funkin Cherry Puree,kg
Brakes,58606,Bridor Mini Gourmandises,1 x 140,5,46.99,Mini Pastry Selection,none,,,,,Mini Pastry Selection,each
LWC Drinks,33010047,BACARDI RUM,70CL,5,16.9,Bacardi Carta Blanca,none,,,,,Bacardi Carta Blanca,l
LWC Drinks,48120047,SODA WATER NRB PIMMS NO.1,70CL,5,13.31,,matched,Pimm's No.1,PIMM-NO,,,SODA WATER NRB PIMMS NO.1,l
Makro,536193,Strathmore Spark Water Glass,24 330ml,5,10.89,,none,,,,,Strathmore Spark Water Glass,l
Sysco,A10678,Freshers Fat Reduced Cocoa Powder,1 x 500g,5,8.15,Cocoa Powder,client-sku,Cocoa Powder,BAKE-COCO-POWD,,,Cocoa Powder,kg
Sysco,A135584,Sysco Classic 2 Ply Blue Laminated Centrefeed Kitchen Wipes,1 x 6,5,8.68,Blue Centrefeed Rolls,client-description,Blue Centrefeed Rolls,BLUE-CENT-ROLL,,,Blue Centrefeed Rolls,each
Sysco,A152273,Paclan 80 Heavy Duty All-Purpose Refuse Sacks 110L,1 x 80 Sacks,5,11.05,Black Refuse Sacks,client-description,Black Refuse Sacks,BLAK-REFU-SACK,,,Black Refuse Sacks,l
Sysco,A591130,Shield Blue Rubber Gloves Medium,1 x 12,5,7.09,,none,,,,,Shield Blue Rubber Gloves Medium,each
Sysco,A591182,Soft 30cm Broomhead Yellow,1 x 1,5,4.4,Soft Broom - Yellow,client-description,Soft Broom - Yellow,CLEN-SOFT-BROM,,,Soft Broom - Yellow,each
Sysco,A86972,House Recipe Classic Sweet Chilli Dipping Sauce,1 x 1ltr,5,2.79,,none,,,,,House Recipe Classic Sweet Chilli Dipping Sauce,l
Sysco,C11127,Brakes Unsalted Butter,40 x 250g,5,60.95,Unsalted Butter,client-sku,Unsalted Butter,DAIR-UNSL-BUTR,,,Unsalted Butter,kg
Sysco,C11196,Sysco Classic Tomato Salsa,1 x 1kg tub,5,4.49,,matched,Salsa,SALS,Tomatoes [PROD-TOMA],,Sysco Classic Tomato Salsa,kg
Sysco,C11213,Sysco Classic Houmous,1 x 1kg tub,5,3.9,,none,,,,,Sysco Classic Houmous,kg
Sysco,C113879,Herb Bunched Basil,1 x 100g,5,2.04,Fresh Basil,matched,Basil,PROD-FRSH-BASL,,,Fresh Basil,kg
Sysco,C113882,Large Mint Bunch,1 x 100g,5,1.54,Fresh Mint,matched,Mint,PROD-FRSH-MINT,,,Fresh Mint,kg
Sysco,C18502,Brakes UHT Aerosol Cream Sweetened,1 x 500g,5,3.49,Aerosol Cream,none,,,,,Aerosol Cream,kg
Sysco,C19665,Arla Long Life UHT Semi Skimmed Milk 1L,12 x 1ltr,5,12.31,Semi-Skimmed Milk,matched,Long Life Semi Skimmed Milk,SEMI-SKIM-MILK,UHT Skimmed Milk [UHT-SKIM-MILK],,Semi-Skimmed Milk,l
Twist Ingredients,2042-4kg,Shapes - Matt - Candy Canes - Red and White - Size: 4kg,4kg,5,86.03,,none,,,,,Shapes - Matt - Candy Canes - Red and White - Size: 4kg,kg
Twist Ingredients,6503-15kg,Chocolate Beans - Mini - Multicoloured Without Shellac,15kg,5,231.2,Chocolate (unspecified),client-description,Chocolate (unspecified),CHOC-UNSP-ONE,,,Chocolate (unspecified),kg
Amazon,B09B4WSWGC,"200 Pcs 6 Inch Baking Parchment Circles for Cake Tins, Air Fryer",,4,5.69,"6"" Parchment Circles",client-sku,"6"" Parchment Circles",6IN-PARC-CIRC,,,"6"" Parchment Circles",each
Amazon,CF975,"Jantex Commercial Washing Up Liquid Concentrate, Green",5 Litre,4,7.19,,matched,Washing Up Liquid,CLEN-WASH-LIQD,,,"Jantex Commercial Washing Up Liquid Concentrate, Green",l
Booker,117533,Funkin White Peach Puree,5 1kg,4,39.39,,matched,Peach Puree Funkin,PEAC-PURE-FUNK,Funkin Puree [FUNKIN-PUREE],,Funkin White Peach Puree,kg
Booker,268555,Kahlua Coffee Liqueur,1 70cl,4,13.39,,matched,Coffee,BAKE-ESSN-COFF,Kahlua [KAHL],,Kahlua Coffee Liqueur,l
Brakes,100244,The Juice Apple Juice,12 x 1ltr,4,14.55,"Fruit Juice (Apple, Orange & Pineapple)",matched,Apple Juice,JUIC-FRUT-APP,,,"Fruit Juice (Apple, Orange & Pineapple)",l
Brakes,102622,Carters Star 2L Lemonade,8 x 2ltr,4,6.29,,none,,,,,Carters Star 2L Lemonade,l
Brakes,133756,Super Professional Machine Dishwash,2 x 5ltr,4,13,,none,,,,,Super Professional Machine Dishwash,l
Brakes,133757,Super Toilet Cleaner,6x1ltr,4,6.43,,matched,Toilet Cleaner,CLEN-TOIL-CLNR,,,Super Toilet Cleaner,l
Brakes,136227,Brakes Mini Pink and White Marshmallows,1 x 350g,4,5.45,Mini Pink & White Marshmallows,client-sku,Mini Pink & White Marshmallows,MINI-PKWH-MARS,,,Mini Pink & White Marshmallows,kg
Brakes,150316,Hudson's Tomato Ketchup,1 x 1ltr,4,3.7,,matched,Ketchup,KETC,Tomatoes [PROD-TOMA],,Hudson's Tomato Ketchup,l
Brakes,150793,"Sysco Simply Plant Based 4"" Vegan Sausage Rolls",1 x 60,4,23.16,,matched,Vegan Sausage roll,VEGN-SAUS-ROLL,Sausage Rolls [SAUS-ROLL],,"Sysco Simply Plant Based 4"" Vegan Sausage Rolls",each
Brakes,150982,Ocean Spray Cranberry Pink,12 x 1ltr,4,,,none,,,,,Ocean Spray Cranberry Pink,l
Brakes,151574,Whisper Eco Toilet Roll 2ply,1 x 40,4,25.54,Toilet Roll,client-sku,Toilet Roll,CLEN-TOIL-ROLL,,,Toilet Roll,each
Brakes,152261,Nairn's Gluten Free Wholegrain Oat Crackers,60 x 12g,4,13.5,Crackers,client-description,Crackers,SNAC-CRAC-KERS,,,Crackers,kg
Brakes,5031365,Kettle Sweet Chilli & Sour Cream,18 x 40g,4,9.65,Kettle Chips - Sweet Chilli,matched,Kettle Sweet Chilli,KETL-CHIP-SWCH,Sour Cream [DAIR-SOUR-CREM],,Kettle Chips - Sweet Chilli,kg
Brakes,591104,Corona OC 115552,24x330ml,4,28.69,,none,,,,,Corona OC 115552,l
Brakes,591923,F 591923 - VFC Chicken Tenders 1kg 1 x 1kg,1 x 1kg,4,10.21,,none,,,,,F 591923 - VFC Chicken Tenders 1kg 1 x 1kg,kg
Brakes,85064,Sysco Classic Extended Life Rapeseed Oil,1 x 20ltr,4,35.9,,none,,,,,Sysco Classic Extended Life Rapeseed Oil,l
Brakes,86876,Preema Almond Flavouring Essence,1 x 500ml,4,5.1,Almond Flavouring,client-sku,Almond Flavouring,BAKE-ALMD-FLAV,,,Almond Flavouring,l
Brakes,88549,Citavo Instant Coffee Granules,1x750g,4,20.01,,none,,,,,Citavo Instant Coffee Granules,kg
Brakes,A 146274,Baylis & Harding Jasmine & Apple Blossom Anti-Bacterial Hand Wash 500ml,3 x 500ml,4,4.4,Antibacterial Hand Wash,client-sku,Antibacterial Hand Wash,ANTI-HAND-WASH,,,Antibacterial Hand Wash,l
Culpitt,19P-GRR08,NON EDIBLE-G/PROOF PAPER-PLAIN-RD,"8""",4,7.89,"8"" Parchment Circles",client-sku,"8"" Parchment Circles",8IN-PARC-CIRC,,,"8"" Parchment Circles",each
JMPosner,SKU00083,JMP Chocolate Flavour Buttons Dark,12KG,4,106.95,Dark Chocolate (Couverture),matched,Dark Chocolate,DARK-CHOC-COUV,,,Dark Chocolate (Couverture),kg
LWC Drinks,28062440,KOPPARBERG NON ALC SL,8X500ML,4,14.99,,none,,,,,KOPPARBERG NON ALC SL,l
LWC Drinks,48040247,SODA WATER NRB APEROL,70CL,4,12.12,Aperol,client-sku,Aperol,LIQR-APER-APRT,,,Aperol,l
LWC Drinks,51301149,BOTTLE GREEN ELDERF CORDIAL,50CL,4,3.99,Elderflower Cordial,client-sku,Elderflower Cordial,SOFT-ELDR-CORD,,,Elderflower Cordial,l
LWC Drinks,51600023,R Whites Lemonade,24 x 330ml Can,4,12.12,R Whites Lemonade,none,,,,,R Whites Lemonade,l
Makro,092712,Fever Tree Light Tonic,24 200ml,4,16.85,,none,,,,,Fever Tree Light Tonic,l
Makro,235956,CL Prof Baking Parchment,9 50m,4,75.99,Baking Parchment Roll,client-sku,Baking Parchment Roll,BAKE-PARC-ROLL,,,Baking Parchment Roll,each
Makro,292035,Bacardi Carta Blanca PM1799,1 70cl,4,11.35,Bacardi Carta Blanca,none,,,,,Bacardi Carta Blanca,l
Makro,299225,CLE 2 Ply Blue Centrefeed,1 6pk,4,7.29,Blue Centrefeed Rolls,client-sku,Blue Centrefeed Rolls,BLUE-CENT-ROLL,,,Blue Centrefeed Rolls,each
Makro,503510,Absolut Vodka Blue,1 70cl,4,14.49,Absolut Vodka,none,,,,,Absolut Vodka,l
Sysco,A21957,Wrapmaster 4500 PVC Cling Film Refill Rolls - 45cm x 300m x 3,1 x 3 rolls,4,40.1,Cling Film,client-description,Cling Film,PACK-CLNG-FILM,,,Cling Film,each
Sysco,A591184,Sponge Scourer,1 x 10,4,1.69,Antibacterial Sponge Scourers,client-description,Antibacterial Sponge Scourers,ANTI-SPNG-SCOU,,,Antibacterial Sponge Scourers,each
Sysco,A84497,Brakes Pizza Topping Sauce,1 x 3kg,4,7.62,Pizza Sauce,none,,,,,Pizza Sauce,kg
Sysco,A88445,"Whisper Ultra Toilet Roll, 3 Ply, 160 Sheets",10 x 4,4,29.39,,matched,Toilet Roll,CLEN-TOIL-ROLL,,,"Whisper Ultra Toilet Roll, 3 Ply, 160 Sheets",each
Sysco,C 10292,Medium Oranges,1 x 10,4,2.6,,matched,Orange,ORAN,Oranges [ORAN-2],,Medium Oranges,each
Sysco,C22053,Sysco Classic Shredded Mozzarella Cheese,1 x 2kg,4,11.07,Cheese (unspecified),client-description,Cheese (unspecified),CHEE-UNSP-ONE,,,Cheese (unspecified),kg
Twist Ingredients,1033-1kg,Pearls High Shine 4mm - Gold,1kg,4,36.96,,matched,Gold Pearls,GOLD-PEAR,,,Pearls High Shine 4mm - Gold,kg
Twist Ingredients,6162-5kg,Pearls - Pearls Mix - High Shine - Silver - Size: 5kg,5kg,4,154.82,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",matched,Silver Pearl Mix,SILV-PEAR-MIX,,,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",kg
Twist Ingredients,6499-4kg,Pearls - High Shine - 2mm - Gold,4kg,4,240.01,,matched,Gold Pearls,GOLD-PEAR,,,Pearls - High Shine - 2mm - Gold,kg
Twist Ingredients,6505-5kg,Strands - Matt - Rainbow Sprinkles - Size: 5kg,5kg,4,73.62,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",matched,Rainbow Sprinkles,RAIN-SPRI,,,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",kg
Booker,234004,F/Tree Refrshly Lgt GingerBr,24 200ml,3,16.85,,none,,,,,F/Tree Refrshly Lgt GingerBr,l
Booker,238194,Kopparberg Non Alcohol S/bry,8 500ml,3,9.89,,none,,,,,Kopparberg Non Alcohol S/bry,l
Brakes,102240,Sysco Classic Double Strength Apple & Blackcurrant Squash No Added Sugar,1 x 5ltr,3,6.29,,matched,Apple & Blackcurrant Squash,APPL-BLAC-SQUA,,,Sysco Classic Double Strength Apple & Blackcurrant Squash No Added Sugar,l
Brakes,10465,Tate & Lyle Granulated Sugar,1 x 5kg,3,6.79,Granulated Sugar,client-description,Granulated Sugar,BAKE-GRAN-SUGR,,,Granulated Sugar,kg
Brakes,107232,DaVinci Vanilla Coffee Syrup,1 x 1ltr,3,,,none,,,,,DaVinci Vanilla Coffee Syrup,l
Brakes,107568,Microfibre Cloth Blue,1 x 10,3,10.49,Blue Microfibre Cloths,client-sku,Blue Microfibre Cloths,BLUE-MICR-CLTH,Microfibre Cloths [CLEN-MICR-CLTH],,Blue Microfibre Cloths,each
Brakes,129445,"Simply Plant Based 6"" Unbaked Vegan Sausage Roll",50 x 120g,3,27.01,Vegan Sausage Rolls (Unbaked),matched,Vegan Sausage roll,VEGN-SAUS-ROLL,,,Vegan Sausage Rolls (Unbaked),kg
Brakes,129529,Reliance Medical Blue Assorted Plasters,1 x 150,3,7.34,,none,,,,,Reliance Medical Blue Assorted Plasters,each
Brakes,129916,eGreen Naturelle Cocktail Black Paper Straw 140 x 6mm,4 x 250,3,16.58,Black Paper Straws,client-sku,Black Paper Straws,BLAK-PAPR-STRW,,,Black Paper Straws,each
Brakes,136706,Brakes Essentials Rinse Aid,2 x 5ltr,3,0.5,Rinse Aid,client-sku,Rinse Aid,CLEN-RINS-AID,,,Rinse Aid,l
Brakes,136748,Sysco Classic Lemon Juice 1ltr,1 x 1ltr,3,2.44,,matched,Lemon,BAKE-ESSN-LEMN,Lemons [LEMO],,Sysco Classic Lemon Juice 1ltr,l
Brakes,148019,THIS™ Vegan Chicken Goujons,1 x 1kg,3,11.89,,none,,,,,THIS™ Vegan Chicken Goujons,kg
Brakes,151944,Funkin Strawberry Puree,1 x 1kg,3,7.25,,matched,Strawberry Puree Funkin,STRA-PURE-FUNK,Funkin Puree [FUNKIN-PUREE] | Strawberry [BAKE-ESSN-STRW],,Funkin Strawberry Puree,kg
Brakes,152061,Lotus Biscoff Smooth Spread Crema,1 x 3kg,3,16.93,Biscoff Spread,client-sku,Biscoff Spread,COND-BISC-SPRD,,,Biscoff Spread,kg
Brakes,18422,Green Valley Dairy Set Soured Cream,1 x 2kg,3,13.99,Soured Cream,none,,,,,Soured Cream,kg
Brakes,36070,Lenor Professional S2 Extra Soft & Fresh 10L (Laundry System Fabric Conditioner),1 x 10ltr,3,29.67,,none,,,,,Lenor Professional S2 Extra Soft & Fresh 10L (Laundry System Fabric Conditioner),l
Brakes,591017,GV Dairy Cheese Soft FFat OC 18421,1x2kg,3,17.21,Cheese (unspecified),client-description,Cheese (unspecified),CHEE-UNSP-ONE,,,Cheese (unspecified),kg
Brakes,A 130994,Macphie O.T.T Salted Caramel Dessert Topping,1 x 500g,3,3.61,,none,,,,,Macphie O.T.T Salted Caramel Dessert Topping,kg
Brakes,A 5007075,MONIN Premium Chai Tea concentrate,1 x 1ltr,3,8.53,,none,,,,,MONIN Premium Chai Tea concentrate,l
Brakes,A 5030322,Funkin Raspberry Puree,1 x 1kg,3,14.69,,matched,Funkin Puree,FUNKIN-PUREE,Raspberry [PROD-RASP-BERY],,Funkin Raspberry Puree,kg
Brakes,A 5031364,Kettle Sea Salt & Balsamic Vinegar,18 x 40g,3,9.79,Sea Salt Crystals,client-description,Sea Salt Crystals,SEA-SALT-CRYS,,,Sea Salt Crystals,kg
Culpitt,16J-STR08,"CARD-IND S/W-RD-P.E COATED-8""","8""",3,10.54,"8"" Cake Cards",client-sku,"8"" Cake Cards",8IN-CAKE-CARD,,,"8"" Cake Cards",each
JMPosner,SKU00594,JMP Luxury White Chocolate 33% (Rainforest Alliance Cocoa MB),10KG,3,116.25,Chocolate (unspecified),client-description,Chocolate (unspecified),CHOC-UNSP-ONE,,,Chocolate (unspecified),kg
LWC Drinks,26049012,WHITE CLAW SELTZ BCHERRY,12X330,3,19.99,,none,,,,,WHITE CLAW SELTZ BCHERRY,each
LWC Drinks,36251361,MONIN RASPBERRY PUREE,1L,3,18.44,,matched,Raspberry,PROD-RASP-BERY,,,MONIN RASPBERRY PUREE,l
LWC Drinks,36251847,MONIN STRAWBERRY PUREE,1L,3,16.03,,matched,Strawberry,BAKE-ESSN-STRW,,,MONIN STRAWBERRY PUREE,l
LWC Drinks,49224858,ALMA DE CHILE MERLOT RES,75CL,3,7.99,Alma de Chile Merlot,none,,,,,Alma de Chile Merlot,l
LWC Drinks,62000109,LOND ESS ROAST PINEAPPL *PROMO*,,3,12.99,,none,,,,,LOND ESS ROAST PINEAPPL *PROMO*,each
Makro,092715,Fever Tree Prem Indian Tonic,24 200ml,3,17.69,,none,,,,,Fever Tree Prem Indian Tonic,l
Makro,117453,Funkin Strawberry Puree,5 1kg,3,39.39,,matched,Strawberry Puree Funkin,STRA-PURE-FUNK,Funkin Puree [FUNKIN-PUREE] | Strawberry [BAKE-ESSN-STRW],,Funkin Strawberry Puree,kg
Makro,117539,Funkin Raspberry Puree,5 1kg,3,58.89,,matched,Funkin Puree,FUNKIN-PUREE,Raspberry [PROD-RASP-BERY],,Funkin Raspberry Puree,kg
Makro,245965,Lotus Biscoff Crumb,8 750g,3,33.49,,matched,Biscoff Crumb,BAKE-BISC-CRUM,,,Lotus Biscoff Crumb,kg
Makro,278424,Pimms No 1,6 70cl,3,75.49,,matched,Pimm's No.1,PIMM-NO,,,Pimms No 1,l
Makro,503500,503500 Absolut Vodka Blue,6 70cl,3,89.89,Absolut Vodka,none,,,,,Absolut Vodka,l
Sysco,A119330,Shield Blue Rubber Gloves Large,1 x 12,3,7,,none,,,,,Shield Blue Rubber Gloves Large,each
Sysco,A136373,Brakes Essentials Washing Up Liquid,2 x 5ltr,3,8,Washing Up Liquid,client-sku,Washing Up Liquid,CLEN-WASH-LIQD,,,Washing Up Liquid,l
Sysco,A148639,MONIN Premium Caramel Syrup 1tr,1 x 1 ltr,3,10.7,,matched,Caramel,BAKE-ESSN-CARA,,,MONIN Premium Caramel Syrup 1tr,l
Sysco,A86874,Preema Vanilla Essence 500ml,1 x 500ml,3,5.38,,matched,Vanilla,BAKE-ESSN-VANL,,,Preema Vanilla Essence 500ml,l
Sysco,A87722,Paclan 100 x 150L Extra Heavy Duty Black Compactor Sacks. 483x965x1168mm. Rated 20KG CHSA. Made using 100% Recycled Material (excluding processing aids).,1 x 100 Sacks,3,22.11,Black Refuse Sacks,client-description,Black Refuse Sacks,BLAK-REFU-SACK,,,Black Refuse Sacks,l
Sysco,C119649,Cypressa Bar Mix Olives (Pitted),1 x 1kg,3,9.37,Pitted Mixed Olives,none,,,,,Pitted Mixed Olives,kg
Sysco,C71268,Sysco Classic Grated Mature White Cheddar Cheese,1 x 1kg,3,6.69,Lactose-Free Cheddar,client-description,Lactose-Free Cheddar,LACT-FREE-CHED,,,Lactose-Free Cheddar,kg
Sysco,F 58919,La Boulangerie Part Baked Garlic Oval Flatbreads,3 x 6 x 225g,3,16.38,,none,,,,,La Boulangerie Part Baked Garlic Oval Flatbreads,kg
Sysco,F150213,Cheese Pickers Halloumi Fries,1 x 1kg,3,22.53,Cheese (unspecified),client-description,Cheese (unspecified),CHEE-UNSP-ONE,,,Cheese (unspecified),kg
Sysco,F4111,Brakes Fruits of the Forest,1 x 1kg,3,9.45,Fruits of the Forest Mix,none,,,,,Fruits of the Forest Mix,kg
Twist Ingredients,1271-5kg,Strands - Matt - Green,5kg,3,52.28,,none,,,,,Strands - Matt - Green,kg
Twist Ingredients,1351NE-4kg,Stars - Shimmer - Rainbow,4kg,3,93.04,,none,,,,,Stars - Shimmer - Rainbow,kg
Twist Ingredients,1863-12.5kg,Sugar Crunch - Berry - Size: 12.5kg,12.5kg,3,193.74,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",matched,Sugar Crunch Berry,SUGA-CRUN-BERR,,,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",kg
Twist Ingredients,6345-4kg,Confetti - Shimmer - Jumbo - Dark Blue - Size: 4kg,4kg,3,93.19,,none,,,,,Confetti - Shimmer - Jumbo - Dark Blue - Size: 4kg,kg
Twist Ingredients,6405-4kg,Confetti - Shimmer - Violet,4kg,3,93.04,,none,,,,,Confetti - Shimmer - Violet,kg
Twist Ingredients,6462-4kg,Confetti - Glimmer - Blossom,4kg,3,94.74,,none,,,,,Confetti - Glimmer - Blossom,kg
Twist Ingredients,6499,Pearls - High Shine - 2mm - Gold,4kg,3,240.01,,matched,Gold Pearls,GOLD-PEAR,,,Pearls - High Shine - 2mm - Gold,kg
Twist Ingredients,6503-1kg,Chocolate Beans - Mini - Multicoloured Without Shellac - Size: 1kg,1kg,3,19.53,Chocolate (unspecified),client-description,Chocolate (unspecified),CHOC-UNSP-ONE,,,Chocolate (unspecified),kg
